model,instruction_prompt,text_id,text,Gender,Ethnicity,Age,Education,Sexual Orientation,Is Transgender,Political Affiliation,Is Parent,Technology Impact,Toxicity Problem,Religion Important,Seen Toxicity,Has Been Targeted,annotation
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,Your decreeing is going to embarrass the hour of temptation JHM,Your decreeing is going to embarrass the hour of temptation JHM,Male,Black,3) 35 - 44,Prefer not to say,Prefer not to say,No,Other,No,1) Very negative,5) Very Frequently,4) Very,False,True,4
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,Your decreeing is going to embarrass the hour of temptation JHM,Your decreeing is going to embarrass the hour of temptation JHM,Unknown,Black,4) 45 - 54,6) Master's degree,Bisexual,No,Liberal,Prefer not to say,4) Somewhat positive,1) Never,1) No,False,False,4
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,"Flopped harder than Rihanna after your buddy Chris Brown smashed her face into the steering wheel, amirite?","Flopped harder than Rihanna after your buddy Chris Brown smashed her face into the steering wheel, amirite?",Unknown,Black,1) 18 - 24,2) High School graduate,Homosexual,Yes,Conservative,Prefer not to say,3) Neutral,4) Frequently,1) No,True,False,1
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,"Flopped harder than Rihanna after your buddy Chris Brown smashed her face into the steering wheel, amirite?","Flopped harder than Rihanna after your buddy Chris Brown smashed her face into the steering wheel, amirite?",Female,Unknown,2) 25 - 34,2) High School graduate,Other,Prefer not to say,Liberal,Yes,5) Very positive,2) Rarely,Prefer not to say,True,False,1
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,"Flopped harder than Rihanna after your buddy Chris Brown smashed her face into the steering wheel, amirite?","Flopped harder than Rihanna after your buddy Chris Brown smashed her face into the steering wheel, amirite?",Male,Unknown,2) 25 - 34,4) Associate degree,Heterosexual,No,Other,Yes,5) Very positive,1) Never,2) Not very,True,False,1
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,"Flopped harder than Rihanna after your buddy Chris Brown smashed her face into the steering wheel, amirite?","Flopped harder than Rihanna after your buddy Chris Brown smashed her face into the steering wheel, amirite?",Nonbinary,Asian,5) 55 - 64,7) Professional degree,Prefer not to say,No,Other,Prefer not to say,4) Somewhat positive,1) Never,Prefer not to say,False,False,1
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,"Flopped harder than Rihanna after your buddy Chris Brown smashed her face into the steering wheel, amirite?","Flopped harder than Rihanna after your buddy Chris Brown smashed her face into the steering wheel, amirite?",Male,Other,3) 35 - 44,Prefer not to say,Other,Prefer not to say,Independent,No,4) Somewhat positive,1) Never,4) Very,True,True,1
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,"Flopped harder than Rihanna after your buddy Chris Brown smashed her face into the steering wheel, amirite?","Flopped harder than Rihanna after your buddy Chris Brown smashed her face into the steering wheel, amirite?",Unknown,Hispanic,2) 25 - 34,1) No high school,Prefer not to say,Prefer not to say,Other,Yes,5) Very positive,1) Never,3) Somewhat,True,False,1
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,"Dudes under 6’2 have toddler bodies? C’mon devil dog, you’re better than that","Dudes under 6’2 have toddler bodies? C’mon devil dog, you’re better than that",Unknown,Other,2) 25 - 34,7) Professional degree,Other,No,Independent,Prefer not to say,4) Somewhat positive,4) Frequently,3) Somewhat,False,False,2
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,"Dudes under 6’2 have toddler bodies? C’mon devil dog, you’re better than that","Dudes under 6’2 have toddler bodies? C’mon devil dog, you’re better than that",Male,Black,Prefer not to say,8) Doctoral degree,Homosexual,Yes,Liberal,Prefer not to say,2) Somewhat negative,4) Frequently,3) Somewhat,False,True,2
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,"Dudes under 6’2 have toddler bodies? C’mon devil dog, you’re better than that","Dudes under 6’2 have toddler bodies? C’mon devil dog, you’re better than that",Male,Asian,6) 65 or older,8) Doctoral degree,Homosexual,No,Conservative,No,1) Very negative,2) Rarely,4) Very,False,False,2
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,"Dudes under 6’2 have toddler bodies? C’mon devil dog, you’re better than that","Dudes under 6’2 have toddler bodies? C’mon devil dog, you’re better than that",Female,Hispanic,Under 18,Prefer not to say,Homosexual,No,Other,No,5) Very positive,1) Never,2) Not very,False,False,2
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,"Dudes under 6’2 have toddler bodies? C’mon devil dog, you’re better than that","Dudes under 6’2 have toddler bodies? C’mon devil dog, you’re better than that",Nonbinary,Multiracial,5) 55 - 64,1) No high school,Prefer not to say,No,Independent,No,1) Very negative,5) Very Frequently,4) Very,False,True,2
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,"Dudes under 6’2 have toddler bodies? C’mon devil dog, you’re better than that","Dudes under 6’2 have toddler bodies? C’mon devil dog, you’re better than that",Male,Asian,Under 18,7) Professional degree,Heterosexual,Prefer not to say,Conservative,No,2) Somewhat negative,1) Never,4) Very,True,False,2
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,Is this sexy or hot ? #slut #jailbait,Is this sexy or hot? #slut #jailbait,Unknown,Asian,4) 45 - 54,8) Doctoral degree,Homosexual,Yes,Conservative,Yes,4) Somewhat positive,1) Never,1) No,True,True,1
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,Is this sexy or hot ? #slut #jailbait,Is this sexy or hot? #slut #jailbait,Female,Hispanic,6) 65 or older,8) Doctoral degree,Bisexual,No,Other,Yes,1) Very negative,3) Occasionally,1) No,False,True,1
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,Is this sexy or hot ? #slut #jailbait,Is this sexy or hot? #slut #jailbait,Nonbinary,Other,3) 35 - 44,Other,Prefer not to say,No,Liberal,Prefer not to say,5) Very positive,5) Very Frequently,1) No,True,False,1
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,Is this sexy or hot ? #slut #jailbait,Is this sexy or hot? #slut #jailbait,Male,Hispanic,Under 18,Other,Prefer not to say,No,Other,No,3) Neutral,5) Very Frequently,2) Not very,False,True,1
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,Is this sexy or hot ? #slut #jailbait,Is this sexy or hot? #slut #jailbait,Unknown,Other,4) 45 - 54,4) Associate degree,Prefer not to say,No,Independent,Prefer not to say,1) Very negative,2) Rarely,4) Very,True,True,1
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,Is this sexy or hot ? #slut #jailbait,Is this sexy or hot? #slut #jailbait,Unknown,White,5) 55 - 64,2) High School graduate,Prefer not to say,Prefer not to say,Other,No,5) Very positive,2) Rarely,1) No,False,True,1
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,Alright I used to absolutely hate my hair in ponytails cause I thought I looked like a boy and I probably did but now I dig it.,Alright I used to absolutely hate my hair in ponytails cause I thought I looked like a boy and I probably did but now I dig it.,Nonbinary,Asian,4) 45 - 54,Prefer not to say,Homosexual,Prefer not to say,Conservative,No,2) Somewhat negative,1) Never,4) Very,False,False,5
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,Alright I used to absolutely hate my hair in ponytails cause I thought I looked like a boy and I probably did but now I dig it.,Alright I used to absolutely hate my hair in ponytails cause I thought I looked like a boy and I probably did but now I dig it.,Male,Unknown,Under 18,Other,Bisexual,Prefer not to say,Other,Prefer not to say,4) Somewhat positive,5) Very Frequently,Prefer not to say,False,False,5
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,Alright I used to absolutely hate my hair in ponytails cause I thought I looked like a boy and I probably did but now I dig it.,Alright I used to absolutely hate my hair in ponytails cause I thought I looked like a boy and I probably did but now I dig it.,Nonbinary,White,1) 18 - 24,8) Doctoral degree,Homosexual,Prefer not to say,Independent,No,2) Somewhat negative,5) Very Frequently,4) Very,True,False,5
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,Alright I used to absolutely hate my hair in ponytails cause I thought I looked like a boy and I probably did but now I dig it.,Alright I used to absolutely hate my hair in ponytails cause I thought I looked like a boy and I probably did but now I dig it.,Male,Hispanic,4) 45 - 54,2) High School graduate,Bisexual,No,Prefer not to say,Prefer not to say,5) Very positive,1) Never,3) Somewhat,True,False,5
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,Alright I used to absolutely hate my hair in ponytails cause I thought I looked like a boy and I probably did but now I dig it.,Alright I used to absolutely hate my hair in ponytails cause I thought I looked like a boy and I probably did but now I dig it.,Female,White,4) 45 - 54,2) High School graduate,Prefer not to say,No,Other,Yes,4) Somewhat positive,5) Very Frequently,2) Not very,False,False,5
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,Alright I used to absolutely hate my hair in ponytails cause I thought I looked like a boy and I probably did but now I dig it.,Alright I used to absolutely hate my hair in ponytails cause I thought I looked like a boy and I probably did but now I dig it.,Female,Asian,1) 18 - 24,Other,Bisexual,No,Other,Yes,4) Somewhat positive,2) Rarely,3) Somewhat,False,True,5
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,At least my theoretical backyard has a pool,At least my theoretical backyard has a pool,Nonbinary,Asian,Under 18,8) Doctoral degree,Heterosexual,Prefer not to say,Liberal,No,2) Somewhat negative,4) Frequently,4) Very,True,True,5
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,At least my theoretical backyard has a pool,At least my theoretical backyard has a pool,Female,Hispanic,1) 18 - 24,"3) College, no degree",Prefer not to say,Prefer not to say,Conservative,Yes,4) Somewhat positive,2) Rarely,3) Somewhat,False,False,4
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,At least my theoretical backyard has a pool,At least my theoretical backyard has a pool,Unknown,Asian,6) 65 or older,1) No high school,Prefer not to say,No,Other,Yes,1) Very negative,3) Occasionally,3) Somewhat,True,False,4
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,At least my theoretical backyard has a pool,At least my theoretical backyard has a pool,Unknown,Other,2) 25 - 34,Other,Bisexual,No,Independent,No,4) Somewhat positive,2) Rarely,4) Very,True,False,4
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,At least my theoretical backyard has a pool,At least my theoretical backyard has a pool,Unknown,Other,4) 45 - 54,4) Associate degree,Prefer not to say,Prefer not to say,Other,Prefer not to say,1) Very negative,1) Never,3) Somewhat,True,False,4
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,At least my theoretical backyard has a pool,At least my theoretical backyard has a pool,Female,Other,6) 65 or older,Prefer not to say,Heterosexual,Yes,Independent,Prefer not to say,5) Very positive,3) Occasionally,3) Somewhat,False,True,4
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,Damn lol and people were saying he flopped,Damn lol and people were saying he flopped,Female,Asian,3) 35 - 44,4) Associate degree,Homosexual,No,Liberal,No,4) Somewhat positive,4) Frequently,1) No,True,False,5
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,Damn lol and people were saying he flopped,Damn lol and people were saying he flopped,Nonbinary,Other,2) 25 - 34,5) Bachelor's degree,Bisexual,Yes,Prefer not to say,Prefer not to say,5) Very positive,3) Occasionally,1) No,True,False,5
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,Damn lol and people were saying he flopped,Damn lol and people were saying he flopped,Nonbinary,Black,Prefer not to say,7) Professional degree,Homosexual,Yes,Other,Yes,4) Somewhat positive,2) Rarely,4) Very,False,True,5
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,Damn lol and people were saying he flopped,Damn lol and people were saying he flopped,Unknown,Black,4) 45 - 54,1) No high school,Bisexual,Yes,Conservative,Prefer not to say,2) Somewhat negative,2) Rarely,4) Very,True,False,5
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,Damn lol and people were saying he flopped,Damn lol and people were saying he flopped,Female,Hispanic,3) 35 - 44,8) Doctoral degree,Prefer not to say,Prefer not to say,Liberal,Prefer not to say,4) Somewhat positive,4) Frequently,1) No,True,False,5
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,Damn lol and people were saying he flopped,Damn lol and people were saying he flopped,Female,Other,2) 25 - 34,4) Associate degree,Prefer not to say,Prefer not to say,Other,Yes,1) Very negative,5) Very Frequently,1) No,True,True,5
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,#Trump's crying. Boo-Hoo! The UK Ambassador Said something not nice about him. Boo-Hoo! Trump like flatters &amp; people who lie to him about how great he is. Yuks! I wonder if he complained the Queen &amp; if she laughed. Trump's crying: Boo-Hoo!,#Trump's crying. Boo-Hoo! The UK Ambassador Said something not nice about him. Boo-Hoo! Trump like flatters &amp; people who lie to him about how great he is. Yuks! I wonder if he complained the Queen &amp; if she laughed. Trump's crying: Boo-Hoo!,Male,Black,Under 18,Other,Other,Prefer not to say,Other,No,4) Somewhat positive,5) Very Frequently,4) Very,True,True,2
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,#Trump's crying. Boo-Hoo! The UK Ambassador Said something not nice about him. Boo-Hoo! Trump like flatters &amp; people who lie to him about how great he is. Yuks! I wonder if he complained the Queen &amp; if she laughed. Trump's crying: Boo-Hoo!,#Trump's crying. Boo-Hoo! The UK Ambassador Said something not nice about him. Boo-Hoo! Trump like flatters &amp; people who lie to him about how great he is. Yuks! I wonder if he complained the Queen &amp; if she laughed. Trump's crying: Boo-Hoo!,Nonbinary,Asian,4) 45 - 54,1) No high school,Heterosexual,Yes,Prefer not to say,No,5) Very positive,1) Never,4) Very,False,False,2
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,#Trump's crying. Boo-Hoo! The UK Ambassador Said something not nice about him. Boo-Hoo! Trump like flatters &amp; people who lie to him about how great he is. Yuks! I wonder if he complained the Queen &amp; if she laughed. Trump's crying: Boo-Hoo!,#Trump's crying. Boo-Hoo! The UK Ambassador Said something not nice about him. Boo-Hoo! Trump like flatters &amp; people who lie to him about how great he is. Yuks! I wonder if he complained the Queen &amp; if she laughed. Trump's crying: Boo-Hoo!,Female,Multiracial,2) 25 - 34,Other,Prefer not to say,Yes,Conservative,No,5) Very positive,4) Frequently,3) Somewhat,True,True,2
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,#Trump's crying. Boo-Hoo! The UK Ambassador Said something not nice about him. Boo-Hoo! Trump like flatters &amp; people who lie to him about how great he is. Yuks! I wonder if he complained the Queen &amp; if she laughed. Trump's crying: Boo-Hoo!,#Trump's crying. Boo-Hoo! The UK Ambassador Said something not nice about him. Boo-Hoo! Trump like flatters &amp; people who lie to him about how great he is. Yuks! I wonder if he complained the Queen &amp; if she laughed. Trump's crying: Boo-Hoo!,Female,Other,4) 45 - 54,7) Professional degree,Heterosexual,Yes,Prefer not to say,Yes,4) Somewhat positive,2) Rarely,1) No,True,False,2
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,#Trump's crying. Boo-Hoo! The UK Ambassador Said something not nice about him. Boo-Hoo! Trump like flatters &amp; people who lie to him about how great he is. Yuks! I wonder if he complained the Queen &amp; if she laughed. Trump's crying: Boo-Hoo!,#Trump's crying. Boo-Hoo! The UK Ambassador Said something not nice about him. Boo-Hoo! Trump like flatters &amp; people who lie to him about how great he is. Yuks! I wonder if he complained the Queen &amp; if she laughed. Trump's crying: Boo-Hoo!,Unknown,Hispanic,6) 65 or older,Prefer not to say,Heterosexual,Yes,Liberal,Yes,5) Very positive,2) Rarely,Prefer not to say,False,True,2
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,#Trump's crying. Boo-Hoo! The UK Ambassador Said something not nice about him. Boo-Hoo! Trump like flatters &amp; people who lie to him about how great he is. Yuks! I wonder if he complained the Queen &amp; if she laughed. Trump's crying: Boo-Hoo!,#Trump's crying. Boo-Hoo! The UK Ambassador Said something not nice about him. Boo-Hoo! Trump like flatters &amp; people who lie to him about how great he is. Yuks! I wonder if he complained the Queen &amp; if she laughed. Trump's crying: Boo-Hoo!,Nonbinary,Black,Prefer not to say,Prefer not to say,Heterosexual,Yes,Other,No,1) Very negative,1) Never,3) Somewhat,True,False,2
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,"whoever this is driving a damn fool cause baaabbyyyy, i’ll be on side the road with the rest of the people collecting me some dollars. DYFHM.‼️‼️🗣🗣🗣","whoever this is driving a damn fool cause baaabbyyyy, i’ll be on side the road with the rest of the people collecting me some dollars. DYFHM.‼️‼️🗣🗣🗣",Female,Multiracial,5) 55 - 64,2) High School graduate,Heterosexual,No,Prefer not to say,Yes,5) Very positive,1) Never,1) No,True,False,2
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,"whoever this is driving a damn fool cause baaabbyyyy, i’ll be on side the road with the rest of the people collecting me some dollars. DYFHM.‼️‼️🗣🗣🗣","whoever this is driving a damn fool cause baaabbyyyy, i’ll be on side the road with the rest of the people collecting me some dollars. DYFHM.‼️‼️🗣🗣🗣",Female,Asian,5) 55 - 64,"3) College, no degree",Heterosexual,No,Prefer not to say,Prefer not to say,4) Somewhat positive,4) Frequently,4) Very,True,False,2
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,"whoever this is driving a damn fool cause baaabbyyyy, i’ll be on side the road with the rest of the people collecting me some dollars. DYFHM.‼️‼️🗣🗣🗣","whoever this is driving a damn fool cause baaabbyyyy, i’ll be on side the road with the rest of the people collecting me some dollars. DYFHM.‼️‼️🗣🗣🗣",Female,Multiracial,4) 45 - 54,4) Associate degree,Bisexual,Prefer not to say,Prefer not to say,No,5) Very positive,1) Never,Prefer not to say,True,True,2
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,"whoever this is driving a damn fool cause baaabbyyyy, i’ll be on side the road with the rest of the people collecting me some dollars. DYFHM.‼️‼️🗣🗣🗣","whoever this is driving a damn fool cause baaabbyyyy, i’ll be on side the road with the rest of the people collecting me some dollars. DYFHM.‼️‼️🗣🗣🗣",Unknown,White,Prefer not to say,"3) College, no degree",Heterosexual,No,Conservative,No,3) Neutral,3) Occasionally,1) No,False,True,2
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,"whoever this is driving a damn fool cause baaabbyyyy, i’ll be on side the road with the rest of the people collecting me some dollars. DYFHM.‼️‼️🗣🗣🗣","whoever this is driving a damn fool cause baaabbyyyy, i’ll be on side the road with the rest of the people collecting me some dollars. DYFHM.‼️‼️🗣🗣🗣",Nonbinary,White,Prefer not to say,8) Doctoral degree,Homosexual,No,Other,No,4) Somewhat positive,4) Frequently,3) Somewhat,True,False,2
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,"whoever this is driving a damn fool cause baaabbyyyy, i’ll be on side the road with the rest of the people collecting me some dollars. DYFHM.‼️‼️🗣🗣🗣","whoever this is driving a damn fool cause baaabbyyyy, i’ll be on side the road with the rest of the people collecting me some dollars. DYFHM.‼️‼️🗣🗣🗣",Male,Unknown,2) 25 - 34,7) Professional degree,Other,Prefer not to say,Other,Yes,1) Very negative,1) Never,4) Very,True,True,2
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,Just imagine being this stupid.,Just imagine being this stupid.,Male,Asian,Under 18,Other,Bisexual,Prefer not to say,Independent,Prefer not to say,3) Neutral,2) Rarely,1) No,False,False,2
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,Just imagine being this stupid.,Just imagine being this stupid.,Female,Black,Under 18,"3) College, no degree",Prefer not to say,Prefer not to say,Liberal,No,3) Neutral,4) Frequently,2) Not very,True,False,2
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,Just imagine being this stupid.,Just imagine being this stupid.,Male,Other,6) 65 or older,4) Associate degree,Other,Prefer not to say,Other,Prefer not to say,5) Very positive,5) Very Frequently,4) Very,True,False,2
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,Just imagine being this stupid.,Just imagine being this stupid.,Nonbinary,Multiracial,1) 18 - 24,2) High School graduate,Bisexual,Yes,Independent,No,5) Very positive,4) Frequently,Prefer not to say,True,False,2
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,Just imagine being this stupid.,Just imagine being this stupid.,Male,Multiracial,2) 25 - 34,4) Associate degree,Heterosexual,Yes,Prefer not to say,Prefer not to say,5) Very positive,1) Never,4) Very,False,True,2
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,Just imagine being this stupid.,Just imagine being this stupid.,Nonbinary,Other,5) 55 - 64,6) Master's degree,Homosexual,Prefer not to say,Other,Prefer not to say,4) Somewhat positive,2) Rarely,1) No,False,True,2
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,But a power line goofy movie crossover would be dope,But a power line goofy movie crossover would be dope,Female,Hispanic,Under 18,Prefer not to say,Bisexual,No,Other,Prefer not to say,3) Neutral,1) Never,1) No,False,False,5
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,But a power line goofy movie crossover would be dope,But a power line goofy movie crossover would be dope,Nonbinary,Hispanic,Under 18,7) Professional degree,Heterosexual,No,Independent,Prefer not to say,4) Somewhat positive,1) Never,4) Very,True,False,5
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,But a power line goofy movie crossover would be dope,But a power line goofy movie crossover would be dope,Male,Multiracial,2) 25 - 34,7) Professional degree,Prefer not to say,Prefer not to say,Independent,Prefer not to say,1) Very negative,1) Never,4) Very,False,True,5
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,But a power line goofy movie crossover would be dope,But a power line goofy movie crossover would be dope,Female,Black,6) 65 or older,"3) College, no degree",Homosexual,Prefer not to say,Liberal,No,5) Very positive,2) Rarely,4) Very,False,False,5
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,But a power line goofy movie crossover would be dope,But a power line goofy movie crossover would be dope,Nonbinary,Other,Prefer not to say,Prefer not to say,Heterosexual,Prefer not to say,Conservative,Prefer not to say,1) Very negative,2) Rarely,4) Very,True,False,5
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,But a power line goofy movie crossover would be dope,But a power line goofy movie crossover would be dope,Male,Other,5) 55 - 64,2) High School graduate,Bisexual,Yes,Prefer not to say,Prefer not to say,2) Somewhat negative,5) Very Frequently,Prefer not to say,True,True,5
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,I'm Allowed to Rob You!,I'm Allowed to Rob You!,Male,White,1) 18 - 24,"3) College, no degree",Heterosexual,Prefer not to say,Prefer not to say,Yes,1) Very negative,3) Occasionally,4) Very,False,False,2
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,I'm Allowed to Rob You!,I'm Allowed to Rob You!,Unknown,Unknown,2) 25 - 34,5) Bachelor's degree,Other,Yes,Conservative,No,3) Neutral,5) Very Frequently,3) Somewhat,True,True,2
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,I'm Allowed to Rob You!,I'm Allowed to Rob You!,Unknown,White,1) 18 - 24,1) No high school,Prefer not to say,No,Liberal,No,3) Neutral,1) Never,3) Somewhat,False,False,2
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,I'm Allowed to Rob You!,I'm Allowed to Rob You!,Male,White,5) 55 - 64,"3) College, no degree",Homosexual,Yes,Liberal,Yes,3) Neutral,1) Never,1) No,True,False,2
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,I'm Allowed to Rob You!,I'm Allowed to Rob You!,Nonbinary,Asian,Under 18,6) Master's degree,Heterosexual,Yes,Prefer not to say,Prefer not to say,1) Very negative,1) Never,2) Not very,True,False,2
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,I'm Allowed to Rob You!,I'm Allowed to Rob You!,Female,Multiracial,4) 45 - 54,5) Bachelor's degree,Bisexual,Yes,Independent,Prefer not to say,3) Neutral,1) Never,2) Not very,True,False,2
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,people never appreciate anything,people never appreciate anything,Unknown,Multiracial,4) 45 - 54,7) Professional degree,Other,Yes,Liberal,Yes,1) Very negative,5) Very Frequently,Prefer not to say,False,False,4
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,people never appreciate anything,people never appreciate anything,Male,White,2) 25 - 34,Prefer not to say,Other,No,Prefer not to say,No,4) Somewhat positive,1) Never,Prefer not to say,False,True,4
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,people never appreciate anything,people never appreciate anything,Male,Other,1) 18 - 24,Other,Heterosexual,No,Other,Yes,5) Very positive,5) Very Frequently,1) No,False,False,4
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,people never appreciate anything,people never appreciate anything,Female,Unknown,3) 35 - 44,5) Bachelor's degree,Prefer not to say,Prefer not to say,Liberal,Prefer not to say,3) Neutral,1) Never,1) No,False,True,4
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,people never appreciate anything,people never appreciate anything,Nonbinary,Asian,Under 18,8) Doctoral degree,Heterosexual,Prefer not to say,Prefer not to say,Yes,3) Neutral,4) Frequently,3) Somewhat,False,True,4
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,people never appreciate anything,people never appreciate anything,Female,Unknown,1) 18 - 24,1) No high school,Prefer not to say,Yes,Conservative,No,1) Very negative,4) Frequently,4) Very,True,False,4
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,I just want to talk to these crooks real quick. ..... igotcashonsightlmkforthelowlowapplemerch.,I just want to talk to these crooks real quick...... igotcashonsightlmkforthelowlowapplemerch.,Male,White,2) 25 - 34,1) No high school,Heterosexual,Yes,Prefer not to say,Prefer not to say,3) Neutral,3) Occasionally,Prefer not to say,False,True,2
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,I just want to talk to these crooks real quick. ..... igotcashonsightlmkforthelowlowapplemerch.,I just want to talk to these crooks real quick...... igotcashonsightlmkforthelowlowapplemerch.,Female,White,4) 45 - 54,"3) College, no degree",Other,No,Independent,Prefer not to say,1) Very negative,4) Frequently,4) Very,False,True,2
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,I just want to talk to these crooks real quick. ..... igotcashonsightlmkforthelowlowapplemerch.,I just want to talk to these crooks real quick...... igotcashonsightlmkforthelowlowapplemerch.,Nonbinary,Unknown,Under 18,5) Bachelor's degree,Bisexual,Yes,Liberal,No,4) Somewhat positive,1) Never,1) No,True,False,2
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,I just want to talk to these crooks real quick. ..... igotcashonsightlmkforthelowlowapplemerch.,I just want to talk to these crooks real quick...... igotcashonsightlmkforthelowlowapplemerch.,Female,Multiracial,4) 45 - 54,Other,Bisexual,Yes,Prefer not to say,No,2) Somewhat negative,4) Frequently,3) Somewhat,False,True,2
unsloth/Llama-3.3-70B-Instruct-bnb-4bit,variant1.txt,I just want to talk to these crooks real quick. ..... igotcashonsightlmkforthelowlowapplemerch.,I just want to talk to these crooks real quick...... igotcashonsightlmkforthelowlowapplemerch.,Unknown,Hispanic,Prefer not to say,8) Doctoral degree,Other,No,Independent,Yes,4) Somewhat positive,2) Rarely,4) Very,True,False,2
