comment,inherent_polarization
YOU 👏 ARE 👏 LITERALLY 👏 PROFITING 👏 OFF 👏 OF 👏 THE 👏 PRIVATE 👏 PRISON 👏 COMPLEX 👏 WHICH 👏 HOUSES 👏 THESE 👏 FOLKS 👏 IN 👏 CONCENTRATION 👏 CAMPS!!! All you care about is your pockets! Get bent FRAUD! How much did you know about Epstein &amp; his sweet deal?? 🖕🖕🖕🖕🖕,0.0
Yall just now gettin put on to stranger things where yall been for 3yrs,1.9984014443252813e-16
Yeah I know y’all hate the kid that stutters when he was picked on to read but I was the bitch that ALWAYS wanted to read so imagine hating me and having to deal w my voice all through English class,0.0
Yeah fuck that guy and his olives.,0.0
"Yeah, I’ve learned. Like I said, I’d been getting tattoos from her for years so I never imagined her as anything but professional. But its community MRSA, treated with antibiotics. My main concern is sex and physical intimacy.",0.0
Yes!! #givethepredatorsthegunsinstead !!! WE HATE PROTECTION! WE NEED ISLAM TO TAKE OVER SO WE CAN KILL OUR NASTY WESTERN CULTURE!! Go Warren and !!! 🙄🙄🙄🙄🖕🏻🖕🏻,0.0
"Yes, death should be caused by time. Not the hand of men",0.0
"Yes, that's where the notch is. The red blotchy area is light bleed.",0.0
Yet these companies all wonder why university students and grads are so disheartened. The shitty pay I see them offering recent grads is near minimum wage,2.6645352591003756e-16
You can see the scene,0.0
You forgot the Russian flag!,0.0
You got a body built for naughty things...,0.0
You look behind you seeing the ruins of the Statue of Liberty with the face resembling Obama.,0.49999999999999944
You want the turtle because he’s just as deplorable as you! If not worse! She served our country and doesn’t take Russian money.,0.4999999999999996
You watch. Every Democrat candidate is going to have a gimmick like that because people today eat that shit up.,0.0
Young children that are traumatized &amp; afraid need help. Not a bar of soap &amp; a toothbrush thrown at them.,0.0
You’re prolly a virgin lmao,0.0
You’re the type of guy who hates “socialism” but is against a free market when it comes to baseball players,0.0
"You’ve been downvoted like a hundred times now and just keep going. Someone offers you money, you’re not a bad person for taking it. They are GIVING YOU PERMISSION to take the money. Are you dumb?",0.0
ahhhhh i like the progress. let the love begin!! 😭,0.0
and Think dinosaur wear can be sexy and comfy? You bet jur-ASS-ic can be.,0.0
but any libertarian ideology must subscribe to minimum government,0.0
can't believe some ppl I know are really walking around having colorist and antiblack opinions at their big big age and not deeping how wrong and disgusting this is...,0.0
"co-worker: ""what's your shirt?"" me: ""oh it's Pictureplane some weird underground electronic artist. idk if you've heard of him?"" co-worker: ""no. but i like weird electronic music too. i love Porter Robinson and Death Grips""",0.0
could go socialise like this program intends me to but lying on my bed in peace sounds so much better,0.0
damn that sucks i’ll send you a soft pretzel,0.0
damn u fire with them high hats tho,0.0
damn whats all this talk about yusef roach,0.0
i spelt it wrong cause i'm a dumbass but we already knew that,0.0
if yall dont mind can u please unf @leavecxty ... some of yall are muties with him so please unf,0.0
is messed up y’all. You celebrate a Cow Appreciaton Day by MURDERING and GIVING AWAY millions of chickens for free?! Some real animal appreciation folks over there. How about you just appreciate cows by appreciating cows?? #GoVegetarian #GoVegan,0.0
its just that asuna somehow sucks even more then aqua,0.0
"i’m so sorry your boyfriend is treating you this way. having sex is NORMAL and having sex with people for one night stands is also NORMAL! so many people do it. your boyfriend is entirely in the wrong and should not be making you feel poorly about you or your sexual experience. you are so valid. i would really talk with your boyfriend and let him know how you feel about this. i never want to suggest break ups for people, but someone constantly holding something as small as a hookup over your head when you guys have been together for almost five years is ridiculous. if he can’t get over that then you might need to reconsider your relationship.",0.0
"just got a plane ticket for $11.20, love that",0.0
live sponging off of other civilizations by being common whores,0.0
my charity money is going to orphans in the slums of Dhaka,0.0
no i get it bc same!! i always had a huge fear of it happening to me in high school for some reason?? even though all of the pool parties i went to were with close friends who i trusted not to be assholes lmao,0.0
oh my gosh what a hecking team,0.0
oh wholly hell........ 🤢🤮,0.0
she finally did the preggy vid HAHAHA,0.0
she's TOO soft. disgusting. i'd hug her out of pure spite,0.0
shitposting has gone so far everyone can relate no matter what,0.0
"there will be time in the future where i will love myself the most. by then, no one can say shit about me. by then, i can confidently comfort those who had the same trouble as me and be by their side. truly can't wait.",0.0
"this is the only video of tyler now, i don’t make the rules",0.0
this lead to me eventually having my eyes wide opened,0.0
to quote Richard Nixon:  The faggiest goddamn thing I ever saw Edit: link courtesy of /u/BigSchwartzzz,0.0
wait what konta lost... damn wanted Konta vs Serena SF 🙃🙃,0.0
what can i do #MGMAVOTE #DAY6 #데이식스,0.0
what debby posted just made me rlly fking sad,0.5
why are you subtweeting me,0.0
you couldn't make this shit up,0.0
“I feed myself and only myself because 1) I’m a narcissist and 2) I’m a fat-ass”,0.0
"“To be loved by tommy, honestly I wish everyone could feel it” me fucking too molly, me too #LoveIsland",0.0
👆🤮🤮🤮 turn a young mans face to stone... Medusa... get those eyes checked you must be blind too.,0.0
