model,instruction_prompt,text_id,text,Gender,Ethnicity,Age,Education,Sexual Orientation,Is Transgender,Political Affiliation,Is Parent,Technology Impact,Toxicity Problem,Religion Important,Seen Toxicity,Has Been Targeted,annotation
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,Quite nice getting pummeled to within an inch of your life and leaving smelling like you've been kicked through The Body Shop,Quite nice getting pummeled to within an inch of your life and leaving smelling like you've been kicked through The Body Shop,Female,Unknown,Under 18,"3) College, no degree",Prefer not to say,Yes,Liberal,Prefer not to say,5) Very positive,5) Very Frequently,Prefer not to say,False,False,1
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,Quite nice getting pummeled to within an inch of your life and leaving smelling like you've been kicked through The Body Shop,Quite nice getting pummeled to within an inch of your life and leaving smelling like you've been kicked through The Body Shop,Unknown,Hispanic,4) 45 - 54,"3) College, no degree",Homosexual,No,Prefer not to say,Prefer not to say,5) Very positive,4) Frequently,4) Very,False,True,1
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,Quite nice getting pummeled to within an inch of your life and leaving smelling like you've been kicked through The Body Shop,Quite nice getting pummeled to within an inch of your life and leaving smelling like you've been kicked through The Body Shop,Unknown,Asian,1) 18 - 24,7) Professional degree,Bisexual,No,Independent,Yes,2) Somewhat negative,4) Frequently,1) No,False,True,1
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,Quite nice getting pummeled to within an inch of your life and leaving smelling like you've been kicked through The Body Shop,Quite nice getting pummeled to within an inch of your life and leaving smelling like you've been kicked through The Body Shop,Nonbinary,Black,2) 25 - 34,4) Associate degree,Other,No,Prefer not to say,No,1) Very negative,3) Occasionally,Prefer not to say,False,True,1
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,Quite nice getting pummeled to within an inch of your life and leaving smelling like you've been kicked through The Body Shop,Quite nice getting pummeled to within an inch of your life and leaving smelling like you've been kicked through The Body Shop,Unknown,Multiracial,4) 45 - 54,"3) College, no degree",Bisexual,Yes,Independent,Yes,3) Neutral,5) Very Frequently,4) Very,False,False,1
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,I don’t know that feminism is a dirty word. I guess I prefer the word pioneer,I don’t know that feminism is a dirty word. I guess I prefer the word pioneer,Nonbinary,Black,6) 65 or older,5) Bachelor's degree,Homosexual,Prefer not to say,Other,No,3) Neutral,3) Occasionally,1) No,False,False,5
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,I don’t know that feminism is a dirty word. I guess I prefer the word pioneer,I don’t know that feminism is a dirty word. I guess I prefer the word pioneer,Unknown,White,6) 65 or older,Other,Heterosexual,Yes,Independent,Yes,1) Very negative,3) Occasionally,Prefer not to say,True,False,5
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,I don’t know that feminism is a dirty word. I guess I prefer the word pioneer,I don’t know that feminism is a dirty word. I guess I prefer the word pioneer,Unknown,Multiracial,5) 55 - 64,6) Master's degree,Bisexual,Yes,Liberal,Yes,5) Very positive,2) Rarely,1) No,False,False,5
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,I don’t know that feminism is a dirty word. I guess I prefer the word pioneer,I don’t know that feminism is a dirty word. I guess I prefer the word pioneer,Nonbinary,Other,Under 18,2) High School graduate,Bisexual,Prefer not to say,Conservative,No,2) Somewhat negative,5) Very Frequently,4) Very,True,True,5
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,I don’t know that feminism is a dirty word. I guess I prefer the word pioneer,I don’t know that feminism is a dirty word. I guess I prefer the word pioneer,Male,Multiracial,2) 25 - 34,1) No high school,Other,Yes,Liberal,No,5) Very positive,2) Rarely,4) Very,False,True,5
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,I don’t know that feminism is a dirty word. I guess I prefer the word pioneer,I don’t know that feminism is a dirty word. I guess I prefer the word pioneer,Unknown,White,4) 45 - 54,Prefer not to say,Homosexual,Prefer not to say,Liberal,Yes,3) Neutral,1) Never,3) Somewhat,True,True,5
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,ahhhhh i like the progress. let the love begin!! 😭,ahhhhh i like the progress. let the love begin!! 😭,Male,White,5) 55 - 64,6) Master's degree,Heterosexual,No,Conservative,No,5) Very positive,2) Rarely,3) Somewhat,True,False,5
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,ahhhhh i like the progress. let the love begin!! 😭,ahhhhh i like the progress. let the love begin!! 😭,Nonbinary,Asian,Prefer not to say,2) High School graduate,Homosexual,Yes,Conservative,Prefer not to say,1) Very negative,2) Rarely,2) Not very,False,False,5
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,ahhhhh i like the progress. let the love begin!! 😭,ahhhhh i like the progress. let the love begin!! 😭,Unknown,White,5) 55 - 64,7) Professional degree,Homosexual,No,Independent,Yes,2) Somewhat negative,4) Frequently,4) Very,False,True,2
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,ahhhhh i like the progress. let the love begin!! 😭,ahhhhh i like the progress. let the love begin!! 😭,Unknown,Unknown,5) 55 - 64,6) Master's degree,Prefer not to say,Prefer not to say,Other,Prefer not to say,3) Neutral,5) Very Frequently,3) Somewhat,False,False,5
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,ahhhhh i like the progress. let the love begin!! 😭,ahhhhh i like the progress. let the love begin!! 😭,Nonbinary,Black,1) 18 - 24,"3) College, no degree",Prefer not to say,Yes,Prefer not to say,Yes,2) Somewhat negative,2) Rarely,1) No,False,True,5
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,ahhhhh i like the progress. let the love begin!! 😭,ahhhhh i like the progress. let the love begin!! 😭,Unknown,White,2) 25 - 34,Prefer not to say,Heterosexual,Prefer not to say,Liberal,Yes,1) Very negative,1) Never,2) Not very,False,True,5
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,no i get it bc same!! i always had a huge fear of it happening to me in high school for some reason?? even though all of the pool parties i went to were with close friends who i trusted not to be assholes lmao,no i get it bc same!! i always had a huge fear of it happening to me in high school for some reason?? even though all of the pool parties i went to were with close friends who i trusted not to be assholes lmao,Female,Black,3) 35 - 44,4) Associate degree,Bisexual,Yes,Other,Prefer not to say,5) Very positive,5) Very Frequently,1) No,True,False,3
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,no i get it bc same!! i always had a huge fear of it happening to me in high school for some reason?? even though all of the pool parties i went to were with close friends who i trusted not to be assholes lmao,no i get it bc same!! i always had a huge fear of it happening to me in high school for some reason?? even though all of the pool parties i went to were with close friends who i trusted not to be assholes lmao,Female,Multiracial,3) 35 - 44,Other,Homosexual,Yes,Prefer not to say,Prefer not to say,2) Somewhat negative,1) Never,2) Not very,False,False,5
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,no i get it bc same!! i always had a huge fear of it happening to me in high school for some reason?? even though all of the pool parties i went to were with close friends who i trusted not to be assholes lmao,no i get it bc same!! i always had a huge fear of it happening to me in high school for some reason?? even though all of the pool parties i went to were with close friends who i trusted not to be assholes lmao,Female,Black,5) 55 - 64,7) Professional degree,Bisexual,Yes,Other,Yes,3) Neutral,4) Frequently,4) Very,True,False,5
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,no i get it bc same!! i always had a huge fear of it happening to me in high school for some reason?? even though all of the pool parties i went to were with close friends who i trusted not to be assholes lmao,no i get it bc same!! i always had a huge fear of it happening to me in high school for some reason?? even though all of the pool parties i went to were with close friends who i trusted not to be assholes lmao,Male,Unknown,Prefer not to say,8) Doctoral degree,Other,Yes,Liberal,Prefer not to say,5) Very positive,1) Never,2) Not very,True,False,5
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,no i get it bc same!! i always had a huge fear of it happening to me in high school for some reason?? even though all of the pool parties i went to were with close friends who i trusted not to be assholes lmao,no i get it bc same!! i always had a huge fear of it happening to me in high school for some reason?? even though all of the pool parties i went to were with close friends who i trusted not to be assholes lmao,Female,Asian,2) 25 - 34,"3) College, no degree",Homosexual,No,Liberal,Prefer not to say,1) Very negative,3) Occasionally,4) Very,True,False,4
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,no i get it bc same!! i always had a huge fear of it happening to me in high school for some reason?? even though all of the pool parties i went to were with close friends who i trusted not to be assholes lmao,no i get it bc same!! i always had a huge fear of it happening to me in high school for some reason?? even though all of the pool parties i went to were with close friends who i trusted not to be assholes lmao,Nonbinary,Multiracial,4) 45 - 54,7) Professional degree,Homosexual,Yes,Independent,No,5) Very positive,5) Very Frequently,2) Not very,True,False,2
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,I don’t need to block you cause i tell it how it is i ain’t got shit to hide ☺️,I don’t need to block you cause i tell it how it is i ain’t got shit to hide ☺️,Male,Asian,4) 45 - 54,Prefer not to say,Homosexual,No,Prefer not to say,Prefer not to say,3) Neutral,5) Very Frequently,3) Somewhat,True,False,5
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,I don’t need to block you cause i tell it how it is i ain’t got shit to hide ☺️,I don’t need to block you cause i tell it how it is i ain’t got shit to hide ☺️,Male,Unknown,6) 65 or older,6) Master's degree,Heterosexual,Prefer not to say,Liberal,Yes,5) Very positive,2) Rarely,1) No,False,True,3
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,I don’t need to block you cause i tell it how it is i ain’t got shit to hide ☺️,I don’t need to block you cause i tell it how it is i ain’t got shit to hide ☺️,Male,Black,Prefer not to say,4) Associate degree,Heterosexual,Yes,Other,Yes,5) Very positive,4) Frequently,3) Somewhat,True,True,5
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,I don’t need to block you cause i tell it how it is i ain’t got shit to hide ☺️,I don’t need to block you cause i tell it how it is i ain’t got shit to hide ☺️,Unknown,Unknown,1) 18 - 24,8) Doctoral degree,Other,Prefer not to say,Liberal,Prefer not to say,4) Somewhat positive,2) Rarely,Prefer not to say,False,True,5
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,I don’t need to block you cause i tell it how it is i ain’t got shit to hide ☺️,I don’t need to block you cause i tell it how it is i ain’t got shit to hide ☺️,Female,Hispanic,Prefer not to say,1) No high school,Homosexual,Yes,Prefer not to say,Yes,4) Somewhat positive,1) Never,Prefer not to say,False,True,5
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,I don’t need to block you cause i tell it how it is i ain’t got shit to hide ☺️,I don’t need to block you cause i tell it how it is i ain’t got shit to hide ☺️,Unknown,Black,Prefer not to say,8) Doctoral degree,Bisexual,No,Other,No,2) Somewhat negative,5) Very Frequently,1) No,False,True,5
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,Whites comprised 75.1% of the total US population in 2000,Whites comprised 75.1% of the total US population in 2000,Male,Multiracial,1) 18 - 24,4) Associate degree,Other,No,Other,Prefer not to say,1) Very negative,3) Occasionally,Prefer not to say,True,False,4
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,Whites comprised 75.1% of the total US population in 2000,Whites comprised 75.1% of the total US population in 2000,Unknown,Other,Prefer not to say,Prefer not to say,Homosexual,Prefer not to say,Independent,No,2) Somewhat negative,4) Frequently,Prefer not to say,True,True,5
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,Whites comprised 75.1% of the total US population in 2000,Whites comprised 75.1% of the total US population in 2000,Male,Hispanic,6) 65 or older,5) Bachelor's degree,Heterosexual,Yes,Liberal,Yes,1) Very negative,4) Frequently,4) Very,False,True,5
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,Whites comprised 75.1% of the total US population in 2000,Whites comprised 75.1% of the total US population in 2000,Nonbinary,Asian,Under 18,Prefer not to say,Prefer not to say,Yes,Liberal,Yes,4) Somewhat positive,1) Never,Prefer not to say,False,True,5
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,Whites comprised 75.1% of the total US population in 2000,Whites comprised 75.1% of the total US population in 2000,Unknown,Other,Prefer not to say,"3) College, no degree",Other,No,Liberal,Prefer not to say,4) Somewhat positive,4) Frequently,3) Somewhat,False,False,5
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,Whites comprised 75.1% of the total US population in 2000,Whites comprised 75.1% of the total US population in 2000,Nonbinary,Asian,3) 35 - 44,6) Master's degree,Other,Yes,Liberal,Yes,5) Very positive,1) Never,Prefer not to say,False,False,5
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,What kind of name is “Instagram” for an old woman? /s,What kind of name is “Instagram” for an old woman? /s,Nonbinary,Unknown,Prefer not to say,Other,Other,No,Prefer not to say,Yes,4) Somewhat positive,2) Rarely,4) Very,False,True,4
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,What kind of name is “Instagram” for an old woman? /s,What kind of name is “Instagram” for an old woman? /s,Female,Asian,3) 35 - 44,"3) College, no degree",Prefer not to say,No,Liberal,No,2) Somewhat negative,2) Rarely,4) Very,True,True,5
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,What kind of name is “Instagram” for an old woman? /s,What kind of name is “Instagram” for an old woman? /s,Unknown,White,3) 35 - 44,Prefer not to say,Prefer not to say,No,Independent,Yes,5) Very positive,5) Very Frequently,4) Very,False,True,3
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,What kind of name is “Instagram” for an old woman? /s,What kind of name is “Instagram” for an old woman? /s,Male,Multiracial,3) 35 - 44,1) No high school,Homosexual,No,Independent,No,5) Very positive,5) Very Frequently,Prefer not to say,True,True,2
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,What kind of name is “Instagram” for an old woman? /s,What kind of name is “Instagram” for an old woman? /s,Nonbinary,Other,Prefer not to say,8) Doctoral degree,Other,Yes,Independent,Yes,5) Very positive,2) Rarely,3) Somewhat,False,True,1
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,What kind of name is “Instagram” for an old woman? /s,What kind of name is “Instagram” for an old woman? /s,Unknown,White,2) 25 - 34,4) Associate degree,Other,Yes,Prefer not to say,Yes,5) Very positive,4) Frequently,3) Somewhat,False,True,5
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,I believe you 100% and have had similar experiences. I’m going to check out your girl Lorna Byrne next time I go to Barnes &amp; Noble this weekend.,I believe you 100% and have had similar experiences. I’m going to check out your girl Lorna Byrne next time I go to Barnes &amp; Noble this weekend.,Male,Multiracial,Prefer not to say,Prefer not to say,Prefer not to say,Prefer not to say,Conservative,No,5) Very positive,3) Occasionally,4) Very,False,False,5
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,I believe you 100% and have had similar experiences. I’m going to check out your girl Lorna Byrne next time I go to Barnes &amp; Noble this weekend.,I believe you 100% and have had similar experiences. I’m going to check out your girl Lorna Byrne next time I go to Barnes &amp; Noble this weekend.,Nonbinary,Hispanic,Under 18,4) Associate degree,Homosexual,No,Other,Yes,5) Very positive,1) Never,1) No,True,True,5
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,I believe you 100% and have had similar experiences. I’m going to check out your girl Lorna Byrne next time I go to Barnes &amp; Noble this weekend.,I believe you 100% and have had similar experiences. I’m going to check out your girl Lorna Byrne next time I go to Barnes &amp; Noble this weekend.,Unknown,Other,Prefer not to say,5) Bachelor's degree,Heterosexual,Yes,Prefer not to say,Yes,1) Very negative,3) Occasionally,1) No,True,True,I
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,I believe you 100% and have had similar experiences. I’m going to check out your girl Lorna Byrne next time I go to Barnes &amp; Noble this weekend.,I believe you 100% and have had similar experiences. I’m going to check out your girl Lorna Byrne next time I go to Barnes &amp; Noble this weekend.,Unknown,Other,4) 45 - 54,5) Bachelor's degree,Bisexual,Prefer not to say,Conservative,Prefer not to say,4) Somewhat positive,1) Never,3) Somewhat,True,False,5
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,I believe you 100% and have had similar experiences. I’m going to check out your girl Lorna Byrne next time I go to Barnes &amp; Noble this weekend.,I believe you 100% and have had similar experiences. I’m going to check out your girl Lorna Byrne next time I go to Barnes &amp; Noble this weekend.,Female,Hispanic,2) 25 - 34,6) Master's degree,Prefer not to say,Yes,Independent,Prefer not to say,5) Very positive,3) Occasionally,3) Somewhat,False,False,5
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,I believe you 100% and have had similar experiences. I’m going to check out your girl Lorna Byrne next time I go to Barnes &amp; Noble this weekend.,I believe you 100% and have had similar experiences. I’m going to check out your girl Lorna Byrne next time I go to Barnes &amp; Noble this weekend.,Nonbinary,White,2) 25 - 34,8) Doctoral degree,Other,Yes,Independent,Prefer not to say,1) Very negative,1) Never,Prefer not to say,False,True,5
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,I am not a Christian. I am somewhere in between atheist and agnostic. So what did I say that would imply I am opposed to anyone practicing their religion? I was just pointing out that Omar and the left has a history of being hostile toward Christians and is clearly Anti-Semitic.,I am not a Christian. I am somewhere in between atheist and agnostic. So what did I say that would imply I am opposed to anyone practicing their religion? I was just pointing out that Omar and the left has a history of being hostile toward Christians and is clearly Anti-Semitic.,Nonbinary,White,3) 35 - 44,2) High School graduate,Prefer not to say,No,Independent,No,5) Very positive,5) Very Frequently,2) Not very,False,True,5
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,I am not a Christian. I am somewhere in between atheist and agnostic. So what did I say that would imply I am opposed to anyone practicing their religion? I was just pointing out that Omar and the left has a history of being hostile toward Christians and is clearly Anti-Semitic.,I am not a Christian. I am somewhere in between atheist and agnostic. So what did I say that would imply I am opposed to anyone practicing their religion? I was just pointing out that Omar and the left has a history of being hostile toward Christians and is clearly Anti-Semitic.,Unknown,White,6) 65 or older,8) Doctoral degree,Heterosexual,Prefer not to say,Other,Prefer not to say,3) Neutral,2) Rarely,3) Somewhat,False,False,5
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,I am not a Christian. I am somewhere in between atheist and agnostic. So what did I say that would imply I am opposed to anyone practicing their religion? I was just pointing out that Omar and the left has a history of being hostile toward Christians and is clearly Anti-Semitic.,I am not a Christian. I am somewhere in between atheist and agnostic. So what did I say that would imply I am opposed to anyone practicing their religion? I was just pointing out that Omar and the left has a history of being hostile toward Christians and is clearly Anti-Semitic.,Female,Hispanic,6) 65 or older,"3) College, no degree",Prefer not to say,No,Conservative,No,4) Somewhat positive,4) Frequently,3) Somewhat,False,False,5
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,I am not a Christian. I am somewhere in between atheist and agnostic. So what did I say that would imply I am opposed to anyone practicing their religion? I was just pointing out that Omar and the left has a history of being hostile toward Christians and is clearly Anti-Semitic.,I am not a Christian. I am somewhere in between atheist and agnostic. So what did I say that would imply I am opposed to anyone practicing their religion? I was just pointing out that Omar and the left has a history of being hostile toward Christians and is clearly Anti-Semitic.,Female,Hispanic,5) 55 - 64,8) Doctoral degree,Other,No,Liberal,Yes,2) Somewhat negative,4) Frequently,3) Somewhat,True,False,3
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,I am not a Christian. I am somewhere in between atheist and agnostic. So what did I say that would imply I am opposed to anyone practicing their religion? I was just pointing out that Omar and the left has a history of being hostile toward Christians and is clearly Anti-Semitic.,I am not a Christian. I am somewhere in between atheist and agnostic. So what did I say that would imply I am opposed to anyone practicing their religion? I was just pointing out that Omar and the left has a history of being hostile toward Christians and is clearly Anti-Semitic.,Unknown,Other,Under 18,4) Associate degree,Prefer not to say,Prefer not to say,Conservative,Prefer not to say,2) Somewhat negative,4) Frequently,3) Somewhat,False,False,4
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,I am not a Christian. I am somewhere in between atheist and agnostic. So what did I say that would imply I am opposed to anyone practicing their religion? I was just pointing out that Omar and the left has a history of being hostile toward Christians and is clearly Anti-Semitic.,I am not a Christian. I am somewhere in between atheist and agnostic. So what did I say that would imply I am opposed to anyone practicing their religion? I was just pointing out that Omar and the left has a history of being hostile toward Christians and is clearly Anti-Semitic.,Male,Unknown,2) 25 - 34,7) Professional degree,Homosexual,Yes,Liberal,Yes,4) Somewhat positive,1) Never,Prefer not to say,False,True,4
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,"A bunch of PRO GUN LOOK AT THESE \""FACTS\"" /k/ bullshit doesn't convince me","A bunch of PRO GUN LOOK AT THESE \""FACTS\"" /k/ bullshit doesn't convince me",Nonbinary,Black,1) 18 - 24,7) Professional degree,Prefer not to say,No,Prefer not to say,Prefer not to say,2) Somewhat negative,1) Never,3) Somewhat,False,False,1
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,"A bunch of PRO GUN LOOK AT THESE \""FACTS\"" /k/ bullshit doesn't convince me","A bunch of PRO GUN LOOK AT THESE \""FACTS\"" /k/ bullshit doesn't convince me",Unknown,Hispanic,3) 35 - 44,Prefer not to say,Heterosexual,Yes,Other,Yes,2) Somewhat negative,5) Very Frequently,3) Somewhat,True,True,5
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,"A bunch of PRO GUN LOOK AT THESE \""FACTS\"" /k/ bullshit doesn't convince me","A bunch of PRO GUN LOOK AT THESE \""FACTS\"" /k/ bullshit doesn't convince me",Nonbinary,Unknown,6) 65 or older,Prefer not to say,Bisexual,Yes,Other,Yes,4) Somewhat positive,2) Rarely,Prefer not to say,False,False,3
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,"A bunch of PRO GUN LOOK AT THESE \""FACTS\"" /k/ bullshit doesn't convince me","A bunch of PRO GUN LOOK AT THESE \""FACTS\"" /k/ bullshit doesn't convince me",Female,Other,5) 55 - 64,Other,Heterosexual,Yes,Liberal,Prefer not to say,4) Somewhat positive,1) Never,2) Not very,False,True,3
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,"A bunch of PRO GUN LOOK AT THESE \""FACTS\"" /k/ bullshit doesn't convince me","A bunch of PRO GUN LOOK AT THESE \""FACTS\"" /k/ bullshit doesn't convince me",Nonbinary,Asian,1) 18 - 24,Other,Homosexual,Yes,Prefer not to say,Prefer not to say,4) Somewhat positive,5) Very Frequently,3) Somewhat,True,True,3
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,"A bunch of PRO GUN LOOK AT THESE \""FACTS\"" /k/ bullshit doesn't convince me","A bunch of PRO GUN LOOK AT THESE \""FACTS\"" /k/ bullshit doesn't convince me",Unknown,Black,5) 55 - 64,7) Professional degree,Bisexual,Prefer not to say,Conservative,Prefer not to say,3) Neutral,1) Never,2) Not very,True,True,1
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,My gratefulness goes to In-n-Out.,My gratefulness goes to In-n-Out.,Female,Asian,3) 35 - 44,Other,Bisexual,Yes,Prefer not to say,Yes,1) Very negative,3) Occasionally,Prefer not to say,False,True,5
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,My gratefulness goes to In-n-Out.,My gratefulness goes to In-n-Out.,Female,Black,3) 35 - 44,6) Master's degree,Bisexual,Prefer not to say,Independent,Yes,2) Somewhat negative,1) Never,1) No,True,False,5
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,My gratefulness goes to In-n-Out.,My gratefulness goes to In-n-Out.,Male,Asian,3) 35 - 44,8) Doctoral degree,Heterosexual,No,Prefer not to say,No,2) Somewhat negative,5) Very Frequently,1) No,True,False,5
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,My gratefulness goes to In-n-Out.,My gratefulness goes to In-n-Out.,Nonbinary,White,3) 35 - 44,"3) College, no degree",Other,Prefer not to say,Liberal,No,3) Neutral,3) Occasionally,1) No,True,True,5
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,My gratefulness goes to In-n-Out.,My gratefulness goes to In-n-Out.,Male,Other,3) 35 - 44,"3) College, no degree",Prefer not to say,No,Other,Prefer not to say,2) Somewhat negative,3) Occasionally,2) Not very,False,False,1
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,My gratefulness goes to In-n-Out.,My gratefulness goes to In-n-Out.,Nonbinary,Asian,1) 18 - 24,"3) College, no degree",Homosexual,No,Independent,Prefer not to say,4) Somewhat positive,2) Rarely,4) Very,False,True,5
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,Everything about him and his cult remind me of North Korea.,Everything about him and his cult remind me of North Korea.,Nonbinary,Other,4) 45 - 54,1) No high school,Bisexual,No,Independent,Yes,1) Very negative,5) Very Frequently,2) Not very,False,False,1
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,Everything about him and his cult remind me of North Korea.,Everything about him and his cult remind me of North Korea.,Nonbinary,Hispanic,1) 18 - 24,"3) College, no degree",Other,Yes,Prefer not to say,No,5) Very positive,3) Occasionally,3) Somewhat,False,False,1
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,Everything about him and his cult remind me of North Korea.,Everything about him and his cult remind me of North Korea.,Female,Black,4) 45 - 54,5) Bachelor's degree,Heterosexual,No,Independent,Yes,4) Somewhat positive,5) Very Frequently,3) Somewhat,False,False,1
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,Everything about him and his cult remind me of North Korea.,Everything about him and his cult remind me of North Korea.,Unknown,Multiracial,6) 65 or older,7) Professional degree,Other,Yes,Independent,No,5) Very positive,2) Rarely,3) Somewhat,True,False,1
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,Everything about him and his cult remind me of North Korea.,Everything about him and his cult remind me of North Korea.,Female,Other,2) 25 - 34,7) Professional degree,Bisexual,Yes,Liberal,Prefer not to say,4) Somewhat positive,3) Occasionally,2) Not very,False,True,5
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,Everything about him and his cult remind me of North Korea.,Everything about him and his cult remind me of North Korea.,Female,Unknown,Prefer not to say,8) Doctoral degree,Prefer not to say,Prefer not to say,Independent,Yes,2) Somewhat negative,3) Occasionally,3) Somewhat,False,True,1
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,"Thats me and reflux. Kinda sick at first, acid in throat every time stomach squeezes, but once i start eating, the body realizes ""wait we *are* hungry! Ill be damned"" and it goes away","Thats me and reflux. Kinda sick at first, acid in throat every time stomach squeezes, but once i start eating, the body realizes ""wait we *are* hungry! Ill be damned"" and it goes away",Nonbinary,Unknown,Under 18,5) Bachelor's degree,Heterosexual,Prefer not to say,Conservative,No,2) Somewhat negative,5) Very Frequently,2) Not very,True,True,2
unsloth/Olmo-3-7B-Instruct-unsloth-bnb-4bit,default.txt,"Thats me and reflux. Kinda sick at first, acid in throat every time stomach squeezes, but once i start eating, the body realizes ""wait we *are* hungry! Ill be damned"" and it goes away","Thats me and reflux. Kinda sick at first, acid in throat every time stomach squeezes, but once i start eating, the body realizes ""wait we *are* hungry! Ill be damned"" and it goes away",Female,White,1) 18 - 24,"3) College, no degree",Heterosexual,Prefer not to say,Independent,No,5) Very positive,4) Frequently,2) Not very,True,False,3
